workerid,trial_type,question,focus,verb phrase,verb,noun phrase,entire sentence,tgrep id,right_side
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.8,say that,say,people,"i mean people say that,",158267:12,NP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.13,aren&quotechart none too shallow these days anyway,are,interest rates,and interest rates aren&quotechart none too shallow these days anyway.,113118:8,NP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.02,are notorious,are,school buses,"i mean, school buses are notorious.",8185:16,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.07,are darling,are,rabbits,"well, rabbits are darling.",149639:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,don&quotechart pay for groceries and stuff,do,loans,and loans don&quotechart pay for groceries and stuff.,5958:6,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.17,"use fed ex, all the time",use,people,"and nowadays people use fed ex, all the time.",75236:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.96,are real high maintenances,are,dogs,"well, dogs are real high maintenances,",59934:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.18,aren&quotechart none too shallow these days anyway,are,interest rates,and interest rates aren&quotechart none too shallow these days anyway.,113118:8,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.67,"come down  to supervise or, whatever",come,parents,"and, uh, you know, parents come down  to supervise or, whatever.",97451:23,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.79,are just as much of a blessing inside these material things,are,kids,but kids are just as much of a blessing inside these material things,47743:6,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.17,don&quotechart stay afloat that long,do,companies,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",1679:53,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.7,say that,say,people,"i mean people say that,",158267:12,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.29,have  to be convinced  of that,have,men,but men have  to be convinced  of that.,28363:6,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.16,know that,know,technical people,and technical people know that.,9996:8,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,are okay,are,blues,"uh, uh, blues are okay.",148447:14,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.31,help  create that,help,lawyers,"well, lawyers help  create that.",27281:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.27,are good all the time,are,cats,but cats are good all the time.,171:6,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.32,don&quotechart require mechanics,do,diesels,"diesels don&quotechart require mechanics,",57573:4,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.06,don&quotechart tend  to knock,do,people,"people don&quotechart tend  to knock,",175:4,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.09,cost a lot more,cost,things,"well, things cost a lot more.",176:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.16,are so messy,are,rollers,uh. rollers are so messy.,142815:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.7,are kind of a problem,are,winters,i mean winters are kind of a problem,67262:12,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.16,want all of that,want,people,"but, uh people want all of that",166244:11,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.07,are crippled,are,husbands,"that way husbands are crippled,",9738:9,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.08,are crazy,are,people,people are crazy.,1415:4,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.74,are probably the most fickle people in the world,are,football fans,"uh, football fans are probably the most fickle people in the world.",137655:11,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.81,aren&quotechart parents any more,are,parents,parents aren&quotechart parents any more.,36123:4,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.14,are a large volume of annual trash,are,phone books,and phone books are a large volume of annual trash.,16679:8,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.1,are really concerned,are,people,"but, people are really concerned,",11134:8,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.09,seem  to be always in the mood,seem,dogs,"but, dogs seem  to be always in the mood.",61455:8,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.82,are trapped  economically,are,people,"but, of course, people are trapped  economically",24791:16,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.97,do happen severely a few times a year,do,things,"and things do happen severely a few times a year,",139264:6,VP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.6,"come down  to supervise or, whatever",come,parents,"and, uh, you know, parents come down  to supervise or, whatever.",97451:23,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.28,are really concerned,are,people,"but, people are really concerned,",11134:8,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.76,are real high maintenances,are,dogs,"well, dogs are real high maintenances,",59934:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.55,are crippled,are,husbands,"that way husbands are crippled,",9738:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.67,aren&quotechart parents any more,are,parents,parents aren&quotechart parents any more.,36123:4,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.69,are just as much of a blessing inside these material things,are,kids,but kids are just as much of a blessing inside these material things,47743:6,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.88,have  to be convinced  of that,have,men,but men have  to be convinced  of that.,28363:6,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.73,are kind of a problem,are,winters,i mean winters are kind of a problem,67262:12,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.18,say that,say,people,"i mean people say that,",158267:12,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.15,are okay,are,blues,"uh, uh, blues are okay.",148447:14,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.26,cost a lot more,cost,things,"well, things cost a lot more.",176:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.87,are a large volume of annual trash,are,phone books,and phone books are a large volume of annual trash.,16679:8,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.75,don&quotechart pay for groceries and stuff,do,loans,and loans don&quotechart pay for groceries and stuff.,5958:6,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.67,don&quotechart require mechanics,do,diesels,"diesels don&quotechart require mechanics,",57573:4,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.31,do happen severely a few times a year,do,things,"and things do happen severely a few times a year,",139264:6,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.84,help  create that,help,lawyers,"well, lawyers help  create that.",27281:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.19,are crazy,are,people,people are crazy.,1415:4,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.83,are good all the time,are,cats,but cats are good all the time.,171:6,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.72,seem  to be always in the mood,seem,dogs,"but, dogs seem  to be always in the mood.",61455:8,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.71,are darling,are,rabbits,"well, rabbits are darling.",149639:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.83,are probably the most fickle people in the world,are,football fans,"uh, football fans are probably the most fickle people in the world.",137655:11,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.92,are notorious,are,school buses,"i mean, school buses are notorious.",8185:16,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.57,don&quotechart stay afloat that long,do,companies,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",1679:53,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.88,aren&quotechart none too shallow these days anyway,are,interest rates,and interest rates aren&quotechart none too shallow these days anyway.,113118:8,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.62,are so messy,are,rollers,uh. rollers are so messy.,142815:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.37,know that,know,technical people,and technical people know that.,9996:8,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.33,"use fed ex, all the time",use,people,"and nowadays people use fed ex, all the time.",75236:9,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.62,want all of that,want,people,"but, uh people want all of that",166244:11,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.66,don&quotechart tend  to knock,do,people,"people don&quotechart tend  to knock,",175:4,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.26,are trapped  economically,are,people,"but, of course, people are trapped  economically",24791:16,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.98,are really concerned,are,people,"but, people are really concerned,",11134:8,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0,cost a lot more,cost,things,"well, things cost a lot more.",176:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.01,don&quotechart pay for groceries and stuff,do,loans,and loans don&quotechart pay for groceries and stuff.,5958:6,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.01,aren&quotechart parents any more,are,parents,parents aren&quotechart parents any more.,36123:4,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.98,are darling,are,rabbits,"well, rabbits are darling.",149639:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.18,don&quotechart stay afloat that long,do,companies,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",1679:53,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",1,have  to be convinced  of that,have,men,but men have  to be convinced  of that.,28363:6,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.98,help  create that,help,lawyers,"well, lawyers help  create that.",27281:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.23,"use fed ex, all the time",use,people,"and nowadays people use fed ex, all the time.",75236:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",1,are a large volume of annual trash,are,phone books,and phone books are a large volume of annual trash.,16679:8,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.09,seem  to be always in the mood,seem,dogs,"but, dogs seem  to be always in the mood.",61455:8,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,are probably the most fickle people in the world,are,football fans,"uh, football fans are probably the most fickle people in the world.",137655:11,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.01,are okay,are,blues,"uh, uh, blues are okay.",148447:14,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.9,are good all the time,are,cats,but cats are good all the time.,171:6,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.05,are crazy,are,people,people are crazy.,1415:4,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,do happen severely a few times a year,do,things,"and things do happen severely a few times a year,",139264:6,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.66,are so messy,are,rollers,uh. rollers are so messy.,142815:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.08,aren&quotechart none too shallow these days anyway,are,interest rates,and interest rates aren&quotechart none too shallow these days anyway.,113118:8,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.94,are real high maintenances,are,dogs,"well, dogs are real high maintenances,",59934:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",1,are crippled,are,husbands,"that way husbands are crippled,",9738:9,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.9,are kind of a problem,are,winters,i mean winters are kind of a problem,67262:12,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.81,are notorious,are,school buses,"i mean, school buses are notorious.",8185:16,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.92,don&quotechart require mechanics,do,diesels,"diesels don&quotechart require mechanics,",57573:4,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.08,don&quotechart tend  to knock,do,people,"people don&quotechart tend  to knock,",175:4,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0,want all of that,want,people,"but, uh people want all of that",166244:11,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.06,are trapped  economically,are,people,"but, of course, people are trapped  economically",24791:16,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.04,are just as much of a blessing inside these material things,are,kids,but kids are just as much of a blessing inside these material things,47743:6,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.36,"come down  to supervise or, whatever",come,parents,"and, uh, you know, parents come down  to supervise or, whatever.",97451:23,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.87,know that,know,technical people,and technical people know that.,9996:8,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,say that,say,people,"i mean people say that,",158267:12,NP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.67,are a large volume of annual trash,are,phone books,and phone books are a large volume of annual trash.,16679:8,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.88,"use fed ex, all the time",use,people,"and nowadays people use fed ex, all the time.",75236:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.73,aren&quotechart parents any more,are,parents,parents aren&quotechart parents any more.,36123:4,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.05,are just as much of a blessing inside these material things,are,kids,but kids are just as much of a blessing inside these material things,47743:6,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.87,are real high maintenances,are,dogs,"well, dogs are real high maintenances,",59934:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.46,are trapped  economically,are,people,"but, of course, people are trapped  economically",24791:16,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.74,are notorious,are,school buses,"i mean, school buses are notorious.",8185:16,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.25,want all of that,want,people,"but, uh people want all of that",166244:11,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.68,know that,know,technical people,and technical people know that.,9996:8,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.02,"come down  to supervise or, whatever",come,parents,"and, uh, you know, parents come down  to supervise or, whatever.",97451:23,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.14,don&quotechart pay for groceries and stuff,do,loans,and loans don&quotechart pay for groceries and stuff.,5958:6,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.28,are kind of a problem,are,winters,i mean winters are kind of a problem,67262:12,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.94,cost a lot more,cost,things,"well, things cost a lot more.",176:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,are okay,are,blues,"uh, uh, blues are okay.",148447:14,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.63,don&quotechart stay afloat that long,do,companies,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",1679:53,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.01,say that,say,people,"i mean people say that,",158267:12,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.03,are crippled,are,husbands,"that way husbands are crippled,",9738:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.1,aren&quotechart none too shallow these days anyway,are,interest rates,and interest rates aren&quotechart none too shallow these days anyway.,113118:8,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.7,have  to be convinced  of that,have,men,but men have  to be convinced  of that.,28363:6,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.38,help  create that,help,lawyers,"well, lawyers help  create that.",27281:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.23,don&quotechart require mechanics,do,diesels,"diesels don&quotechart require mechanics,",57573:4,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.96,are really concerned,are,people,"but, people are really concerned,",11134:8,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.45,seem  to be always in the mood,seem,dogs,"but, dogs seem  to be always in the mood.",61455:8,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0,are so messy,are,rollers,uh. rollers are so messy.,142815:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.55,are probably the most fickle people in the world,are,football fans,"uh, football fans are probably the most fickle people in the world.",137655:11,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.7,do happen severely a few times a year,do,things,"and things do happen severely a few times a year,",139264:6,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.24,don&quotechart tend  to knock,do,people,"people don&quotechart tend  to knock,",175:4,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.01,are good all the time,are,cats,but cats are good all the time.,171:6,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.5,are darling,are,rabbits,"well, rabbits are darling.",149639:9,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the bolded portion.",0.37,are crazy,are,people,people are crazy.,1415:4,VP
