Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
37675:72	prices	ticket prices	are	are going  to be to the point where the average fan can't go  	prices	i, you know, i think that there's coming to a point ich real soon when ticket prices are going  to be to the point where the average fan can't go  	###uh, so it's like i said### spending money doesn't guarantee you, uh, winning a pennant.###speakerb88.###yeah.###speakera89.###it really doesn't,###so.###speakerb9.###well and that, i think  that's maybe part of it that, that the, um,###and it, you know,###if i owned the team. i think   you'd like them to do well###but the question of  losing big, big money that###what, did, did, did steinbrenner actually make money on the,###speakera91.###uh, you got me.
37847:95	people	people	are	are going  to throw a fit	people	that's the only way  they're going  to fund it , because if they start  raising taxes for property, and people are going  to throw a fit.	###speakera41.###i couldn't believe that.###speakerb42.###right.###you know, one, that's one reason  we bought a house here in plano .###we were hoping, you know, well  the school district's going  to be good, you know, for resale value, and, so on and so forth,###speakera43.###yeah.###speakerb44.###but, uh, i can definitely, uh, see  on down the road, you know, where we do have kids and are getting to that age , that's going  to be a definite concern.###speakera45.###yeah,### we talked, you talked about before, about the school funding.###i think  there's only going  to be one solution to school funding which i don't think   will be necessarily the best way###but i think  what 's going  to have  to happen is  there's going  to have  to be tuition for grade school and junior high and high school kids.
37955:28	drugs	good values like drugs are bad	are	are bad	drugs	they don't teach them good values like drugs are bad.	### you got  to, you got  to be your child's best friend, i guess  , even when they're a teenager and they, you know are kind of standoffish ,###speakerb78.###right.###speakera79.###still you got  to be their best friend because when they've got problems , who they going  to go to ,###their friends that  are dealing drugs, or, or your parents.###speakerb8.###exactly.###speakera81.###you know, an, and if they go to their friends dealing drugs, they're going  to be in even worse shape.###speakerb82.###that's right.###speakera83.### and, and the schools don't, don't really encourage  to stay away from that, you know,###the schools are there  to teach history and that we fought the civil war, etcetera, etcetera.
38655:42	people	people	get	get involved in good community building projects	people	and his whole idea is,  we can build a better world if people get involved in good community building projects.	###yeah,###that's the one  i was thinking of .###speakerb64.###yeah.### i, i bought that one,###and i didn't get into, involved in that one as well.###there's another one  he wrote  that  even sounds better,###and it's kind of the whole concept of global peace, you know, like, and communities  building communities.###speakera65.###uh-huh.###speakerb66.###someone just recently said something really neat about that.###uh, i got involved in, uh, beginning experience weekends,###and, uh, it was of the people from there that  said that.###his latest book, and i can't recall the name of it, is just excellent,
4934:11	holidays	school holidays	come	come around 	holidays	when school holidays come around , i used  to have such a problem with that.	###and some of those other places i wouldn't have .###speakera275.###that's exactly it.###see, we do the same thing,###since galen goes to nursery school, we pay our, our home care provider, for our day care provider, full time for a whole week,###speakerb276.###speakera277.###but she, she's gone three mornings.###galen just doesn't go there three mornings a week.###speakerb278.###yeah,###yeah.###speakera279.###but, i said to her,###i said, you know, it doesn't matter if for whatever re-,
41619:7	jeans	jeans	are	aren't exactly professional	jeans	well jeans aren't exactly professional	###and i think  that does make a difference,###because when you do have  to be in front of people , uh, i think   you, the, the tendency there is  to wear dresses and suits and, and, uh, more classical style of clothing.###speakerb27.###uh-huh.###speakera28.###speakerb29.###uh-huh.###speakera3.###what about the mini skirt?###speakerb31.###there are a few people ich every now and then that  wear those to work.###they're pretty strict about that, though.###um, i've never worn,###i just wouldn't,###i mean even  to,
428:6	people	people	do	don't want  to believe that	people	and people don't want  to believe that.	###speakerb138.### it, it is always incredible to me the number of times  those kind of stupid accidents happen to people .###speakera139.###right.###right.###and they usually are real basic, common sense things.###speakerb14.###yeah,### put the safety on the gun.###speakera141.###speakerb142.### don't assume, always assume  it's loaded.### that's, that's got  to be the most common thing that people,###speakera143.###i know
44273:14	people	people	are	are just saying, no way, we don't want anywhere of this	people	i think  people are just saying, no way, we don't want anywhere of this.	###yeah.###speakera61.### i, i agree that, that the communication that now, that communication has, become so much more widespread and, you know, worldwide that people are realizing hey, we don't have it so good###and  let's stand up###speakerb62.###speakera63.###speakerb64.###right.###speakera65.###you know, uh, this is ridiculous###we're living, with these kind of conditions in a world that 's advancing as fast as it is ###speakerb66.###uh-huh.###speakera67.###that, uh,
44325:78	countries	latin countries	are	are slower in  coming around	countries	but i think that there is, just that, i think that it's just  latin countries are slower in  coming around.	###do they even understand what 's being said ?###speakera85.###well, when, when it use  to be latin .###i'm just saying, that, the old church.###speakerb86.###oh, yeah,###speakera87.###speakerb88.###the old church.###speakera89.###speakerb9.###yeah.###speakera91.###yeah.###which  it's not that way now
44563:6	things	things	are	are starting  to fail	things	and things are starting  to fail.	###and, uh, it exp's funny how, uh, how i, i, uh, a-, acquired this animal .###uh, when i was, uh, married , my, uh, ex-wife had said that she had a friend who  had a little puppy. that she needed, uh, the woman needed someone   to baby-sit ###and, uh, this is what she had told the kids ###and she even told me that.###and after the two week period was up, uh, she then informed me that the woman no longer wanted the little puppy and wanted  to know if we wanted  to keep it.###well, after you had an animal for a couple of weeks, it's, uh, you become you become attached to it.###speakerb26.###oh, for sure.###speakera27.###speakerb28.###oh, yeah.###speakera29.###so, i've had this dog now for, for sixteen years###and she's been a lot of company.###uh, she's, uh, however, getting a little old
4476:4	animals	animals	have	have a way of  talking	animals	animals have a way of  talking.	###speakera73.###uh-huh.###speakerb74.###and, uh, the next morning, uh, when my roommate got up and, and, uh, did not feed it right away , it decided that, that it was going  to protest.###speakera75.###speakerb76.###and so it jumped up on my bed and anointed my blanket, for me.  looking, looking at me eye to eye, all the time while it was doing it.###speakera77.###speakerb78.###speakera79.###speakerb8.###all right.###have i got your attention now?###speakera81.###oh, yes.
44877:7	people	people	have	have  to vote in different areas	people	because people have  to vote in different areas	### i, i'm going  to go  fishing today.###or it won't make any difference if, if i don't vote###speakerb1.###speakera11.###and i think  it does.###we vote every time.###speakerb12.###well, it, uh, there's no question###it does make a difference.###uh, so far, as  having a party and then all voting, uh, when you have different precincts , mumblex you would have  to have a party in every precinct.###speakera13.###speakerb14.###speakera15.###right.###speakerb16.
44922:6	people	people	are	are finally taking some action against it	people	and people are finally taking some action against it.	###that,###uh, perhaps we'll finally get the youth weaned  off of it.###but, uh, i know i, i spent thirty-four years in education here in the dayton area###speakera31.###speakerb32.###and in nineteen fifty-one the police were telling us about the drug dealers outside the school and how they were just giving away their marijuana, giving away their heroin and what have  you ,  to get them started .###speakera33.###um.###speakerb34.###and, you know, that was in fifty-one.###that's forty years ago that it was already a problem.###speakera35.###god.###speakerb36.###so it's now, uh, to the forefront
4632:14	people	people	are	are getting off too easy	people	i think that people are getting off too easy.	###speakera29.###yeah,###it's really sad.###speakerb3.###it is ### and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore , where mothers are working all the time and, the kids aren't getting the attention that they need  , or the television.###speakera31.###uh-huh,###speakerb32.###speakera33.###uh-huh.###speakerb34.###and i, i really think that we're, we're falling by the wayside with  not incarcerating these people.###speakera35.###oh, i agree.
46574:16	people	people	know	know that they're going  to get a slap on the wrist, they might serve a little bit of time and that they'll be out on the street again	people	and i think that people know that they're going  to get a slap on the wrist, they might serve a little bit of time and that they'll be out on the street again.	###right.###speakerb132.###i think  it's too easy for them.###speakera133.###uh-huh.###speakerb134.###that if the, the laws, and, and were, were harsher and were enforced ,###speakera135.###uh-huh.###speakerb136.###i mean you have  to set an example.###you have  to start somewhere.###speakera137.###uh-huh.###speakerb138.
46648:142	carmakers	american carmakers	are	are trying  to get their, put together	carmakers	well, i, i, i think  we're going  to see that i think  , uh, that the quality that the japan carmakers had  is slipping a little bit, while american carmakers are trying  to get their, put together,	###oh, it's not pretty old.###speakera7.###no,###uh, well, i ha-, i had an eighty-eight that i really liked ###and it got wrecked ,###and so i bought a ninety, um, because i, i really liked my eighty-eight###and i've had a lot of problems with this one,###so,###speakerb8.###so, you think  their quality control's going down over there, kind of?###speakera9.###well, you,### it's, it's kind of funny, um,###i know a lot,###speakerb1.
46874:11	cars	new cars	are	aren't cheap anyway	cars	well, new cars aren't cheap anyway,	###huh.###speakerb84.###it just depends,###i know  that's what i want ,###but i don't know if i'll get myself to spend that kind of money,###you're looking at, you know, for a new r x seven or, a supra or something, you're looking at twenty-five k or something, that like###speakera85.###oh, at least,###yeah,###speakerb86.###and so,###anyway but,###anyway my ultimate car ich though, the, the one that i really want  is, uh, five sixty or so, mercedes,###speakera87.###i know,
47741:37	kids	kids	are	are a blessing	kids	 do trust god because, i don't know, kids are a blessing	###i think  that helps a lot.###i think  that's the key, in he, like his sales last year###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,
47743:6	kids	kids	are	are just as much of a blessing inside these material things	kids	but kids are just as much of a blessing inside these material things	###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don't know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,
4787:4	children	children	are	are so full of energy	children	children are so full of energy.	###speakera5.###um, last, like a few summers ago i kept two children every day for the entire summer###and, i mean, they became like my children.###speakerb6.###i'd think so.###speakera7.### and, um, and they live in an apartment complex###so we swam a lot###and we played on the playground a lot###and then we would go to a movie on thursdays###and, um, there was always an activity, you know,###they had their favorite t v shows and things like that that we watched ###and then we took naps###and, um, i don't know### it, it just seems like there was always something   to do .
49369:6	employees	public employees	make	make great salaries around here	employees	public employees make great salaries around here.	###speakera143.###wow.###why is that ?###do you know?###i mean,###speakerb144.###well, they, it, the, their, they do have an extremely good, such things as extremely good school systems, for example.###it has one of the best school systems in the country.###speakera145.###uh-huh.###speakerb146.###uh, and because the cost of living around here is so high,###speakera147.###oh.###speakerb148.
5957:2	people	people	have	have little cubicles	people	and, and people have little cubicles.	###i don't know,###i guess  that's an invasion of privacy.###i'm not sure that that's an everyday thing, though, at least not for, you know, an individual.###speakera15.###uh-huh.###speakerb16.###something that i feel   is a, is a, pretty much an invasion of privacy is something that 's really so common that it's accepted  as the norm now, is the op-, the open office concept.###speakera17.###the open office?###speakerb18.###uh-huh,###where they have the, you know, the little partition dividers, throughout a, a large room ###speakera19.###yeah.###speakerb2.
5176:6	companies	companies	are	are paying them good money  to report accurately	companies	and companies are paying them good money  to report accurately,	###well, they take, they take my name, which  is a very common name,###and my last name is even more common###speakera61.###uh-huh.###speakerb62.###and they they check that name against, uh, their list###and they find several.###and without  even bothering  to try  to match up any other information at all, they just report everything under that name.###speakera63.###so you've received a lot of, uh, flack?###speakerb64.### they don't, they don't even check my social security number.###speakera65.###um.###speakerb66.
51343:24	states	states	are	are  out there sometimes	states	 keep  forgetting how big states are  out there sometimes.	###but, um, i go to the orioles since they're here,###and i, you know, i do enjoy them.###speakerb63.###yeah.###speakera64.###um, i've had an opening day on monday.###speakerb65.###yeah,###you know, i kind of wish that they had inter league play, like they do in all the other sports so i could see some of the national league teams here once in a while.###speakera66.###mumblex how far is houston ?###speakerb67.###uh, three hundred miles.###speakera68.###oh, okay,
52244:32	people	so many people	think	think  he's so wonderful	people	i know  that sounds awful because so many people think  he's so wonderful	###speakerb75.###huh.###speakera76.###it wasn't stallone,###it was, uh,###i can't remember.###shoot, i can't remember the guy's name.###but i like all the, the rambo movies.###speakerb77.###oh, see, i didn't really care, that's, that's one side of the action i guess that i didn't really care for ###but see i don't really like sylvester stallone.###speakera78.###yeah.###speakerb79.###i don't think  he's really a very good actor.
52712:16	people	people	are	are hurting	people	but i think  people are hurting	###i forget what you call it ,###but anyway, and everyone, they had like fifteen people lined  up on the fence###and within two hours, there were fifteen boys sitting there doing the same thing.###speakerb76.###um.###speakera77.###and, you'd see the same kid who  were back out there in two days.###speakerb78.###that's sad.###speakera79.###because, there's no, the answer is not being given  to them, in the court system###and i think  initially, when our country was set  up , it was set  up with god###and it was really an integral part,###and no,### you can't, you can't force people,
52725:2	people	people	go	go so far out to the extreme, on either side 	people	however, certain uh, very liberal minded groups who  do not, um, subscribe to the same ethical system that you and i do , such as the, uh, civil liberties unions and so forth, will lobby against that and hold that out as long as they have breath. which  is most unfortunate because we all lose out, when people go so far out to the extreme, on either side .	###and no,### you can't, you can't force people,###but i think  people are hurting###and they're out  doing crack  sitting on the street.###they were the kind of people that, i think mostly, we would want  to receive it. if it ich was presented    to see .###i don't know,###i guess,  i'm kind of frustrated that, you know, we've gotten away from the christian basis that our court system was founded  upon .###i mean, it reeks of the bible, just, the whole thing, the whole system.###and, so i feel like if that was presented  more openly, and not just  relying upon, and para-church ministry  to come in and do it, that, that the system itself,### you know, you know what i mean .###speakerb8.###yeah.###speakera81.###i feel like that might be better, if it was run  on a more scriptural basis, which  would include, you know, you know, and  expediting the penalties and just getting it over with.###speakerb82.
53689:4	kids	kids	learn	learn at different rates	kids	kids learn at different rates	###speakera121.###good  talking to you, michelle.###speakerb122.###all right.###bye-bye.###speakera123.###bye-bye.###speakera1.###okay.###speakerb2.###the public school systems, well everybody's kno-, has known  they've needed renovation for years, but never really had a clear direction on which way  to go  with it.###speakera3.###uh-huh.###speakerb4.###the first direction that i can see, or i wish, i would love  to see them go with .
53721:6	kids	other kids	are	are going  to be really into math	kids	other kids are going  to be really into math,	###and you're right,###they do get bored, uh, really fast, if they already know what you're talking about .###what do you propose that they do ?### what, what is your suggestions ?###speakerb8.###the educators need  to be a little bit more open minded as well as innovative in  dealing with, uh, the various students  to get the maximum potential out of the person.###speakera9.###uh-huh.###out of each child.###speakerb1.###out of each child.###speakera11.###each individual child.###speakerb12.###some kids are going  to be great with mechanical stuff.
541:57	crafts	crafts	go	go	crafts	i, i guess  mostly as far as, as crafts go, i've done, um, some needlepoint.	###speakerb22.###uh-huh.###speakera23.###i've just never been very skilled at, far, you know, needle, work cloths.###speakerb24.###mumblex.###speakera25.###speakerb26.###uh-huh.###speakera27.###and the things  i've tried  to do  just don't look very good,###speakerb28.###speakera29.###and,###speakerb3.
5727:7	people	people	get	get very upset	people	i mean, in other words if the government denies you driving, denies you a driver's license, people get very upset.	###maybe it should go with a driver's license.###speakera77.###yeah,### that's, see that's an example of a right, not a, not a,###actually###that's considered  a privilege, not a right.###speakerb78.###that is a privilege,###right,###tha-,###speakera79.###yeah,###but technically people, most people,###technically it's a privilege,###but most people think of it as a right.
57163:24	customers	customers	are	are coming in 	customers	and they dress up like when customers are coming in , or, uh, when we have department meetings or something like that .	###like, um, in the warm weather it's always shorts and a t-shirt or a button up or something like that###and then in the winter time it's jeans or, or pants.###i usually, uh, you know,###college is so casual,###you really don't want  to dress up unless you, you, uh, have a job and you have  to be there right after school or something like that,###so.###speakera13.###right.###like where i work , it's, it's pretty casual, uh,### it's, it's, i guess  it's more like a, a college campus###also, i mean there's hundre-, you know, hundreds of people   work for t i.###speakerb14.###yeah.###speakera15.###and, uh, a lot of people just, just wear jeans and, and, uh, sweats all the time
57463:44	repairs	car repairs	go	go	repairs	the last thing  i've done  as far as car repairs go is, is  change oil and filter an, and that kind of stuff.	###they'll send them back every time.###speakerb122.###uh-huh.###speakera123.###but places like ross  dress for less and, uh, t j max.###speakerb124.###t j max does that,###speakera125.###uh-huh.###speakerb126.###yeah###we have a t j max over here###and, um,###speakera1.###i don't know what the,
57573:4	diesels	diesels	do	don't require mechanics	diesels	diesels don't require mechanics,	###and you couldn't sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don't think  i'd know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,
58364:14	people	people	want	want round numbers	people	and, whereas, people want round numbers	###speakera49.###but they decided  to do it to make themselves in sync with the rest of europe, or the rest of continental europe###speakerb5.###yeah.###speakera51.### and, you know. but that must have been tremendously difficult   to orchestrate .###speakerb52.###yeah.###speakera53.###speakerb54.###i'm sure.###speakera55.###um, so i, i, i, i, i think  it exp's essential that it's done###and i think  the real trick is  to avoid the you know,###a little more attention to human psychology
58916:9	things	things	are	are doing pretty good down here	things	well, things are doing pretty good down here,	###speakera16.###it's nice over there.###speakerb161.###yeah,###it's sort of funny,###i have people that  want  to go to dallas.###speakera162.###oh, really.###speakerb163.###yeah,### one of my, one of my friends here, he was just talking how he's thinking of  leaving the company and going to dallas ,### saying how,###speakera164.###oh, yeah,###no kidding.
595:39	people	people	do	do it with one 	people	i don-, i don't know how people do it with one ,	###speakerb2.###uh-huh.###speakera21.###speakerb22.###oh, that is good.###speakera23.###i mean i didn't work,### i, i needed  to###but i didn't.###speakerb24.###yeah,### steve's, steve has a sister who  has four.###she just had her fourth one in, uh, march###and she doesn't have  to work either.###i don't know how they do it .
5958:6	loans	loans	do	don't pay for groceries and stuff	loans	and loans don't pay for groceries and stuff.	###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living
59341:2	guns	guns	are	are very symbolic of them having that power over me	guns	um, and, uh, guns are very symbolic of them having that power over me.	###i don't know if the t i in dallas does or not.### i know, i know  nobody around here does, it,### we're, it's too small around here.###speakera131.###oh really.###speakerb132.###yeah.###speakera1.###well, um, i'm, uh, pretty pro gun control over all.### i, uh, i've had a lot of arguments with people about the issue of gun control###and, uh, i must say that there are a couple of arguments against, uh, strong gun control which i find  very compelling, although most the people who  argue gun control with me i find, uh,   use sort of canned arguments, you know, sort of the n r a slogan arguments###and, um, uh, see i've been very frustrated when i do debate with people about it .###um, i guess  on a one, a scale of one of ten i'm probably around a two in terms of fair  restricting guns###and i have  to admit  most of that is, uh, strong personal distaste.###i don't like the idea of people being able  to kill me with very little effort.
59537:65	things	things	change	change real quick	things	when you're, and when you're looking down the barrel of a hand cannon  things change real quick.	###as it stands now if he pulls a blade on me we're equally matched  because i can meet him blade for blade.###speakera67.###uh-huh.###speakerb68.###now if this legislation comes through,###he pull-,###i'm out with my family###speakera69.###uh-huh.###speakerb7.###we've gone  shopping,###we're fixing  to get in the car,###this guy comes up,###he pulls a blade on me.###i can pull a gun on him now.
59934:9	dogs	dogs	are	are real high maintenances	dogs	well, dogs are real high maintenances,	###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife's boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn't dawn on me until sunday,###it was like, hey, maybe you're still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing ich  i don't like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.
6241:4	rats	rats	are	are not my favorite animals in the world	rats	rats are not my favorite animals in the world,	###and she was very affectionate.###she would, you know, crawl on me###and she would sit like on my neck or my shoulder while i was working, and things like that. yeah, much more than you would think.###speakera115.###uh-huh.###speakerb116.###speakera117.###oh, yeah,###i mean, you know, if you get them  young and everything before they go, kind of nuts,###so.###speakerb118.###yeah###and,###speakera119.###yeah,
6276:14	people	people	do	do	people	i mean, people do,	###again it gets into vivant much fun,, you know what, i guess  they can be .###i,###speakerb126.###actually it was more fun than you would think. yeah,  starting from the beginning###but, um,###yeah,###we live, also live in the city now, actually in manhattan.###speakera127.###okay.###speakerb128.###and so it exp's almost impossible  to,###it exp's not fair to a pet ich  to have a pet here, or certainly, certainly not a dog,###speakera129.###right.###speakerb13.
6142:41	dogs	dogs	are	are 	dogs	cats are really almost more territorial than, than dogs are .	###speakerb12.###they can .###speakera13.###so that would make you really, tend  to worry about them, you know, if they're not right there###speakerb14.###yeah.###speakera15.###speakerb16.###yeah.###well, but he's a real feisty guy.###he fights with other cats in the neighborhood because he doesn't want them on our property.###speakera17.###is that right?###speakerb18.###he's,
61455:8	dogs	dogs	seem	seem  to be always in the mood	dogs	but, dogs seem  to be always in the mood.	###so, you know, i never really had them around me, you know,###so i've never owned one, you know, since i,###speakerb114.###well, they're really a lot different than dogs because they're not, they're very independent,###and they're very, he's very affectionate when he wants  to be  ,###but if you want him to be  and he doesn't want  to be , he'll just, he'll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he's really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he's not in the mood, you'd better  stay away from him.###speakera117.###huh.###speakerb118.
6155:23	animals	animals	are	are like that	animals	well, you know, that, animals are like that.	###speakerb15.###oh.###speakera151.###so i can't,### i, i, i just have not,###i don't understand, you know, because it's, like, he's got a good home, you know,###he's got,###i mean, we have two kids, you know, that  just love him a lot,###speakerb152.###yeah,###yeah.###speakera153.###you know, it's like we can't understand why he kept  wanting  to get out , you know,###we just couldn't ,###speakerb154.
62612:56	things	things	are	are not made  as well	things	but i, i guess  i'm not sure whether i think  things are not made  as well.	### i think just, uh, just, uh, one of the maj-, major, i think  it was a, you know, i don't, i think  it was, uh, you know, like a highlands or something like this.###speakerb112.###highlands,###mumblex chain ich down there that i don't know  up here.###speakera113.###do they have highlands up there?###speakerb114.###nope.###speakera115.###don't they?###well, this is, is was a regular, uh, electronics store, you know.###speakerb116.###uh-huh.###speakera117.###so, i don't think, i don't think  there will be too much problem
63275:6	things	things	are	are generally packaged  in the english sized packages, you know	things	but things are generally packaged  in the english sized packages, you know.	###and you give it some sort of a weird metric number like six point two eight seven instead of six millimeter.###speakerb1.###yeah,###yeah,###direct conversion.###speakera11.### i, i don't know.###uh.###speakerb12.###i think  they just ought  to, you know, start, uh, just go all the way on new products introduced  or whatever, you know, start your packaging, go to liters instead of quarts,###and you know, people if they have  to  are going  to learn  to think that way.###speakera13.###well don't most of them, doesn't just about everything now have both metric and english.###speakerb14.###they do,
63283:81	people	people	are	are going  to learn  to think in metric	people	but if they started  putting it in liters, liter of oil, and you know, liters of gasoline, people are going  to learn  to think in metric.	###speakerb12.###i think  they just ought  to, you know, start, uh, just go all the way on new products introduced  or whatever, you know, start your packaging, go to liters instead of quarts,###and you know, people if they have  to  are going  to learn  to think that way.###speakera13.###well don't most of them, doesn't just about everything now have both metric and english.###speakerb14.###they do,###but things are generally packaged  in the english sized packages, you know.###you buy a quart of milk,###and sure it has, has the metric equivalent written  on there,###but it still a quart.###speakera15.###oh, yeah,###yeah.###speakerb16.
63465:43	people	people	have	have a choice	people	so. i, i think  as long as people have a choice, they're going  to stick with the american way.	###speakera77.###you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,###but the difference thirty and thirty-five degrees is, quite a bit.###speakerb78.### is about twice as much, what it works out to .###speakera79.###yeah,###five.###speakerb8.###one point eight times as many points.###speakera81.###yeah,###something like that.###speakerb82.###yeah,
63578:61	people	people	start	start  thinking that way	people	sooner or later they'll start  putting the miles on the inside and the kilometers in big numbers so people start  thinking that way.	###speakerb11.###yeah,###i think  they,###you got the problem with all your cars are still,###yeah,###you still got cars on the road that  don't have both.###speakera111.###yeah.###speakerb112.###at that time, anyway, that was still when things were,###the metric system was still not,###speakera113.###not all that common.###speakerb114.###you know, now cars, they have both.
63753:6	people	people	are	aren't buying it	people	but people aren't buying it,	###that's, uh, one of the things  i wonder about ,###uh, one of the questions was, do you think  more ich should be done , or something else.### i, i wonder about some of the prod-, products that they don't take , like some of the plastics and things that they don't take . uh, why, why they couldn't do more recycling with those .###speakerb56.###well, i was in, uh, bizmart the other day,###and, what i don't understand  is  there is recycled paper in there,###and it cost more than regular paper.###speakera57.###um.###speakerb58.###and it was only, i think, uh, forty cents more, you know, fifty cents more,###but, it exp upset me  to realize that, hey, the recycling that they're going through the expense of recycling,###speakera59.###yeah.###speakerb6.
63857:45	people	people	are	are aware of it 	people	well, i think  the, the more  people are aware of it , the, the more they'll do .	###i was trying  to remember what it was .###oh, i can't think of it now.###but i was, i was trying  to get my, uh, kids, you know, to see different things that we could come up with  for recycling purposes.###speakera93.###uh-huh.###speakerb94.###and just anything,   to, you know, recycle  rather than keep  throwing  it away,###but my biggest problem is,  i take the bags out of the store, buy the bags  to bring the back,###and then i forget  to bring them in the store.###speakera95.###yeah.###speakerb96.###i'm forever going back out to my car  to pick up my bags  to bring them and take my garbage back out.###i wish  they'd really push this recycling bit, because i never realized, i really didn't realize how much stuff i actually throw  away.###speakera97.
65588:53	people	not many people	do	do 	people	and uh,  just loves d-, dick vitelle, which not many people do .	###but you don't read many sports books###or,###speakerb18.###well, not really.###now my son does,### i have, i have a son that  just turned sixteen,###speakera181.###uh-huh.###speakerb182.###and he reads everything  he gets, he gets his, get his hands on .###he's reading a dick vitelle book right now because he's a real big dick vitelle fan.###speakera183.###um. huh.###speakerb184.###he's a basketball fan because he, he plays for the high school  he goes to 
65795:49	people	people	know	know what  is open for an apprentices in different fields	people	and, uh, they have jobs out on, you know, bulletin boards so people know what  is open for an apprentices in different fields.	###yeah.###it sounded  you were calling from around the world somewhere.###speakera43.###anyway, so, uh,###speakerb44.###well,###speakera45.###but, uh, you know, i think,  uh, they, maybe they need  to, uh, help  promote that more. give incentives like, uh, if they do bring somebody on, they will pay some of their costs or give tax breaks or whatever it is , you know, for them to train people, you know, stuff like that.###programs like that, you know.###speakerb46.###uh-huh.###speakera47.###i don't know, you know, what kind of options they've got .###speakerb48.###well, that's something about what germany's supposed  to be doing . something similar to that right now.
6676:9	people	so many people	are	are moving back into those old houses	people	so many people are moving back into those old houses and are restoring them.	###speakerb62.###okay,###yeah.###speakera63.###on candy,###c a n d y.###speakerb64.###right.###speakera65.###oh, in fact, i lived there oh, until nineteen, late nineteen fifties.###speakerb66.###okay,###okay.###speakera67.###and that area, is it changing back again?
6712:12	people	people	seem	seem  to get into different aspects	people	i mean people seem  to get into different aspects.	###speakera42.###yeah###it really is .###speakerb43.###are you think of  doing any, like, centuries, or...###speakera44.###yeah,###that would be cool sometime if i could, you know, work up to that.###speakerb45.###uh-huh.###yeah,###i just wondered if you were going  to do that ich mostly or more like, you know, uh, uh, touring like from vermont or, you know, that kind of, thing.###speakera46.###oh.###speakerb47.
67262:12	winters	winters	are	are kind of a problem	winters	i mean winters are kind of a problem	###in fact a lot of people will ride outside in the snow.###they've got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don't do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you're indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,
68474:3	people	people	are	are, you know, upset at court	people	i guess  it's just that maybe people are, you know, upset at court, you know.	###speakera61.###uh, i wish  it were a little bit harder  to not serve on juries actually.###i mean, i know,  it, it, it's tricky because i know, you know, an awful lot of intelligent people who  just, well i'm too busy  to serve on a jury,###speakerb62.###uh-huh.###speakera63.###so i'll tell them that###and they won't, or just, you know, just answer one of the questions the wrong way because you can do that, you know,###speakerb64.###oh, yeah.###well,###speakera65.###they just say do you believe in such and such.###uh,###speakerb66.
69447:43	people	people	have	have it in mind	people	i think  if you can count on it every four years then people have it in mind	###speakera23.###so all ages.###speakerb24.###yeah###and, uh, you know, there's some my age###and then there are some a lot younger, an, about four generations, i guess  .###speakera25.###well my husband has, uh, on one side has an extended family,###speakerb26.###uh-huh.###speakera27.###and they don't ever plan it li-, as, like you do.###speakerb28.###uh-huh.###speakera29.
