workerid,trial_type,question,focus,verb phrase,verb,noun phrase,context,entire sentence,tgrep id,correct,right_side
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.13,have manes.,have,Lions,<br><b>Speaker #1</b>: What animal has a mane? <br><b>Speaker #2</b>:,Lions have manes.,2,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.13,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: What gives birth to live young? <br><b>Speaker #2</b>:,Whales give birth to live young.,10,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.77,are white.,are,Swans,<br><b>Speaker #1</b>: What color are swans? <br><b>Speaker #2</b>:,Swans are white.,18,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.76,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What do peacocks look like?  <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,13,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.76,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What are dogs like? <br><b>Speaker #2</b>:,Dogs are friendly.,15,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.1,build dams.,build,Beavers,<br><b>Speaker #1</b>: What animal builds dams?  <br><b>Speaker #2</b>:,Beavers build dams.,4,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.78,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: How do whales reproduce? <br><b>Speaker #2</b>:,Whales give birth to live young.,20,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.11,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What carries Lyme disease? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,1,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.09,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What animals are friendly? <br><b>Speaker #2</b>:,Dogs are friendly.,5,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.08,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What animal has beautiful feathers? <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,3,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.83,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What disease do ticks carry? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,11,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.12,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What bites people? <br><b>Speaker #2</b>:,Mosquitos bite people.,9,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.82,build dams.,build,Beavers,<br><b>Speaker #1</b>: What do beavers do?  <br><b>Speaker #2</b>:,Beavers build dams.,14,VP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.18,are white.,are,Swans,<br><b>Speaker #1</b>: What animal is white? <br><b>Speaker #2</b>:,Swans are white.,8,NP,VP
4,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.1,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: What animal lays eggs? <br><b>Speaker #2</b>:,Birds lay eggs.,7,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.14,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: What animal lays eggs? <br><b>Speaker #2</b>:,Birds lay eggs.,7,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.84,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: How do birds reproduce? <br><b>Speaker #2</b>:,Birds lay eggs.,17,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.36,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: What gives birth to live young? <br><b>Speaker #2</b>:,Whales give birth to live young.,10,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.84,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What are dogs like? <br><b>Speaker #2</b>:,Dogs are friendly.,15,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.03,build dams.,build,Beavers,<br><b>Speaker #1</b>: What animal builds dams?  <br><b>Speaker #2</b>:,Beavers build dams.,4,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.74,have manes.,have,Lions,<br><b>Speaker #1</b>: What is a distinctive feature of lions? <br><b>Speaker #2</b>:,Lions have manes.,12,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What disease do ticks carry? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,11,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.78,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What do mosquitos do? <br><b>Speaker #2</b>:,Mosquitos bite people.,19,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.04,fly.,fly,Ducks,<br><b>Speaker #1</b>: What animal flies? <br><b>Speaker #2</b>:,Ducks fly.,6,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.93,are white.,are,Swans,<br><b>Speaker #1</b>: What color are swans? <br><b>Speaker #2</b>:,Swans are white.,18,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What carries Lyme disease? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,1,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.88,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: How do whales reproduce? <br><b>Speaker #2</b>:,Whales give birth to live young.,20,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.89,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What do peacocks look like?  <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,13,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are white.,are,Swans,<br><b>Speaker #1</b>: What animal is white? <br><b>Speaker #2</b>:,Swans are white.,8,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.95,fly.,fly,Ducks,<br><b>Speaker #1</b>: How do ducks move around? <br><b>Speaker #2</b>:,Ducks fly.,16,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,have manes.,have,Lions,<br><b>Speaker #1</b>: What animal has a mane? <br><b>Speaker #2</b>:,Lions have manes.,2,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What animals are friendly? <br><b>Speaker #2</b>:,Dogs are friendly.,5,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What animal has beautiful feathers? <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,3,NP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,build dams.,build,Beavers,<br><b>Speaker #1</b>: What do beavers do?  <br><b>Speaker #2</b>:,Beavers build dams.,14,VP,VP
5,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What bites people? <br><b>Speaker #2</b>:,Mosquitos bite people.,9,NP,VP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.67,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What animal has beautiful feathers? <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,3,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.71,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: How do whales reproduce? <br><b>Speaker #2</b>:,Whales give birth to live young.,20,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.24,fly.,fly,Ducks,<br><b>Speaker #1</b>: How do ducks move around? <br><b>Speaker #2</b>:,Ducks fly.,16,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.87,are white.,are,Swans,<br><b>Speaker #1</b>: What color are swans? <br><b>Speaker #2</b>:,Swans are white.,18,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.84,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What carries Lyme disease? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,1,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.91,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: What animal lays eggs? <br><b>Speaker #2</b>:,Birds lay eggs.,7,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.88,build dams.,build,Beavers,<br><b>Speaker #1</b>: What animal builds dams?  <br><b>Speaker #2</b>:,Beavers build dams.,4,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.98,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: What gives birth to live young? <br><b>Speaker #2</b>:,Whales give birth to live young.,10,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.15,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What do mosquitos do? <br><b>Speaker #2</b>:,Mosquitos bite people.,19,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.28,build dams.,build,Beavers,<br><b>Speaker #1</b>: What do beavers do?  <br><b>Speaker #2</b>:,Beavers build dams.,14,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.51,are white.,are,Swans,<br><b>Speaker #1</b>: What animal is white? <br><b>Speaker #2</b>:,Swans are white.,8,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.21,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: How do birds reproduce? <br><b>Speaker #2</b>:,Birds lay eggs.,17,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.22,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What disease do ticks carry? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,11,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.52,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What are dogs like? <br><b>Speaker #2</b>:,Dogs are friendly.,15,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.89,fly.,fly,Ducks,<br><b>Speaker #1</b>: What animal flies? <br><b>Speaker #2</b>:,Ducks fly.,6,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.58,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What animals are friendly? <br><b>Speaker #2</b>:,Dogs are friendly.,5,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.27,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What do peacocks look like?  <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,13,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.34,have manes.,have,Lions,<br><b>Speaker #1</b>: What is a distinctive feature of lions? <br><b>Speaker #2</b>:,Lions have manes.,12,VP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.91,have manes.,have,Lions,<br><b>Speaker #1</b>: What animal has a mane? <br><b>Speaker #2</b>:,Lions have manes.,2,NP,NP
6,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.87,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What bites people? <br><b>Speaker #2</b>:,Mosquitos bite people.,9,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,have manes.,have,Lions,<br><b>Speaker #1</b>: What is a distinctive feature of lions? <br><b>Speaker #2</b>:,Lions have manes.,12,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are white.,are,Swans,<br><b>Speaker #1</b>: What color are swans? <br><b>Speaker #2</b>:,Swans are white.,18,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What bites people? <br><b>Speaker #2</b>:,Mosquitos bite people.,9,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.99,have manes.,have,Lions,<br><b>Speaker #1</b>: What animal has a mane? <br><b>Speaker #2</b>:,Lions have manes.,2,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,build dams.,build,Beavers,<br><b>Speaker #1</b>: What do beavers do?  <br><b>Speaker #2</b>:,Beavers build dams.,14,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.01,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: How do birds reproduce? <br><b>Speaker #2</b>:,Birds lay eggs.,17,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What animals are friendly? <br><b>Speaker #2</b>:,Dogs are friendly.,5,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What are dogs like? <br><b>Speaker #2</b>:,Dogs are friendly.,15,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,are white.,are,Swans,<br><b>Speaker #1</b>: What animal is white? <br><b>Speaker #2</b>:,Swans are white.,8,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.99,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What animal has beautiful feathers? <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,3,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What carries Lyme disease? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,1,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: What animal lays eggs? <br><b>Speaker #2</b>:,Birds lay eggs.,7,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,build dams.,build,Beavers,<br><b>Speaker #1</b>: What animal builds dams?  <br><b>Speaker #2</b>:,Beavers build dams.,4,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.97,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: What gives birth to live young? <br><b>Speaker #2</b>:,Whales give birth to live young.,10,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,fly.,fly,Ducks,<br><b>Speaker #1</b>: What animal flies? <br><b>Speaker #2</b>:,Ducks fly.,6,NP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,bite people.,bite,Mosquitos,<br><b>Speaker #1</b>: What do mosquitos do? <br><b>Speaker #2</b>:,Mosquitos bite people.,19,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What do peacocks look like?  <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,13,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,fly.,fly,Ducks,<br><b>Speaker #1</b>: How do ducks move around? <br><b>Speaker #2</b>:,Ducks fly.,16,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What disease do ticks carry? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,11,VP,NP
7,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: How do whales reproduce? <br><b>Speaker #2</b>:,Whales give birth to live young.,20,VP,NP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,have beautiful feathers.,have,Peacocks,<br><b>Speaker #1</b>: What do peacocks look like?  <br><b>Speaker #2</b>:,Peacocks have beautiful feathers.,13,VP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: How do whales reproduce? <br><b>Speaker #2</b>:,Whales give birth to live young.,20,VP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,lay eggs.,lay,Birds,<br><b>Speaker #1</b>: How do birds reproduce? <br><b>Speaker #2</b>:,Birds lay eggs.,17,VP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.5,are white.,are,Swans,<br><b>Speaker #1</b>: What animal is white? <br><b>Speaker #2</b>:,Swans are white.,8,NP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.21,fly.,fly,Ducks,<br><b>Speaker #1</b>: What animal flies? <br><b>Speaker #2</b>:,Ducks fly.,6,NP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0.24,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What carries Lyme disease? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,1,NP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,build dams.,build,Beavers,<br><b>Speaker #1</b>: What do beavers do?  <br><b>Speaker #2</b>:,Beavers build dams.,14,VP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",1,carry Lyme disease.,carry,Ticks,<br><b>Speaker #1</b>: What disease do ticks carry? <br><b>Speaker #2</b>:,Ticks carry Lyme disease.,11,VP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,are friendly.,are,Dogs,<br><b>Speaker #1</b>: What animals are friendly? <br><b>Speaker #2</b>:,Dogs are friendly.,5,NP,VP
8,single_generic_trial,"In the underlined statement, what do you think the speaker meant? Read the options aloud, with emphasis on the part in <span style=&quotecharcolor:blue; font-size:20px&quotechar><strong>blue</strong></span>.",0,give birth to live young.,give,Whales,<br><b>Speaker #1</b>: What gives birth to live young? <br><b>Speaker #2</b>:,Whales give birth to live young.,10,NP,VP
