"workerid","singular_sentence","trial_type","noun_phrase","trial_num","entire_sentence","VP_singular","NP_singular","tgrep_id","verb_phrase","verb","context","rt","response"
3,"parent that isn&quotechart a parent any more","prevalence_prior","parents",7,"parents aren&quotechart parents any more.","isn&quotechart a parent any more","parent","36123:04:00","aren&quotechart parents any more","are","###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",9597,0.19
3,"dog that is real high maintenances","prevalence_prior","dogs",8,"well, dogs are real high maintenances,","is real high maintenances","dog","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",23156,0.3
3,"cat that is good all the time","prevalence_prior","cats",9,"but cats are good all the time.","is good all the time","cat","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",7594,0.18
3,"man that has to be convinced of that","prevalence_prior","men",10,"but men have  to be convinced  of that.","has to be convinced of that","man","28363:06:00","have  to be convinced  of that","have","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",25266,0.51
3,"husband that is crippled","prevalence_prior","husbands",11,"that way husbands are crippled,","is crippled","husband","9738:09:00","are crippled","are","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",17248,0.02
3,"parent that comes down to supervise, or whatever","prevalence_prior","parents",12,"and, uh, you know, parents come down  to supervise or, whatever.","comes down to supervise, or whatever","parent","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",54342,0.75
3,"rabbit that is darling","prevalence_prior","rabbits",13,"well, rabbits are darling.","is darling","rabbit","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",7426,0.47
3,"phone book that is a large volume of annual trash","prevalence_prior","phone books",14,"and phone books are a large volume of annual trash.","is a large volume of annual trash","phone book","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",35783,0.4
3,"school bus that is notorious","prevalence_prior","school buses",15,"i mean, school buses are notorious.","is notorious","school bus","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",57811,0.27
3,"loan that doesn&quotechart pay for groceries and stuff","prevalence_prior","loans",16,"and loans don&quotechart pay for groceries and stuff.","doesn&quotechart pay for groceries and stuff","loan","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",16773,0.73
3,"blues that is okay","prevalence_prior","blues",17,"uh, uh, blues are okay.","is okay","blues","148447:14:00","are okay","are","###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",25620,0.77
3,"winter that is kind of a problem","prevalence_prior","winters",18,"i mean winters are kind of a problem","is kind of a problem","winter","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",12666,0.92
3,"dog that seems to be always in the mood","prevalence_prior","dogs",19,"but, dogs seem  to be always in the mood.","seems to be always in the mood","dog","61455:08:00","seem  to be always in the mood","seem","###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",18118,0.52
4,"dog that is real high maintenances","prevalence_prior","dogs",1,"well, dogs are real high maintenances,","is real high maintenances","dog","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",36848,1
4,"loan that doesn&quotechart pay for groceries and stuff","prevalence_prior","loans",2,"and loans don&quotechart pay for groceries and stuff.","doesn&quotechart pay for groceries and stuff","loan","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",33596,0.44
4,"football fan that is probably the most fickle person in the world","prevalence_prior","football fans",3,"uh, football fans are probably the most fickle people in the world.","is probably the most fickle person in the world","football fan","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",8423,0.23
4,"interest rate that isn&quotechart none too shallow these days anyway","prevalence_prior","interest rates",4,"and interest rates aren&quotechart none too shallow these days anyway.","isn&quotechart none too shallow these days anyway","interest rate","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",49563,0.71
4,"man that has to be convinced of that","prevalence_prior","men",5,"but men have  to be convinced  of that.","has to be convinced of that","man","28363:06:00","have  to be convinced  of that","have","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",33733,0.58
4,"diesel that doesn&quotechart require a mechanic","prevalence_prior","diesels",6,"diesels don&quotechart require mechanics,","doesn&quotechart require a mechanic","diesel","57573:04:00","don&quotechart require mechanics","do","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",10721,0.7
4,"school bus that is notorious","prevalence_prior","school buses",7,"i mean, school buses are notorious.","is notorious","school bus","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",8805,0.63
4,"winter that is kind of a problem","prevalence_prior","winters",8,"i mean winters are kind of a problem","is kind of a problem","winter","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",7384,0.71
4,"lawyer that helps create that","prevalence_prior","lawyers",9,"well, lawyers help  create that.","helps create that","lawyer","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",24460,0.84
4,"kid  that is just as much of a blessing inside these material things","prevalence_prior","kids",10,"but kids are just as much of a blessing inside these material things","is just as much of a blessing inside these material things","kid ","47743:06:00","are just as much of a blessing inside these material things","are","###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,",270476,0.28
4,"cat that is good all the time","prevalence_prior","cats",11,"but cats are good all the time.","is good all the time","cat","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",25045,0.69
4,"roller that is so messy","prevalence_prior","rollers",12,"uh. rollers are so messy.","is so messy","roller","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",22771,0.43
4,"phone book that is a large volume of annual trash","prevalence_prior","phone books",13,"and phone books are a large volume of annual trash.","is a large volume of annual trash","phone book","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",22518,0.62
4,"parent that comes down to supervise, or whatever","prevalence_prior","parents",14,"and, uh, you know, parents come down  to supervise or, whatever.","comes down to supervise, or whatever","parent","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",7542,0.39
4,"husband that is crippled","prevalence_prior","husbands",15,"that way husbands are crippled,","is crippled","husband","9738:09:00","are crippled","are","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",5836,0
4,"blues that is okay","prevalence_prior","blues",16,"uh, uh, blues are okay.","is okay","blues","148447:14:00","are okay","are","###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",3753,0
4,"parent that isn&quotechart a parent any more","prevalence_prior","parents",17,"parents aren&quotechart parents any more.","isn&quotechart a parent any more","parent","36123:04:00","aren&quotechart parents any more","are","###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",4813,0.14
4,"rabbit that is darling","prevalence_prior","rabbits",18,"well, rabbits are darling.","is darling","rabbit","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",2958,0.21
4,"dog that seems to be always in the mood","prevalence_prior","dogs",19,"but, dogs seem  to be always in the mood.","seems to be always in the mood","dog","61455:08:00","seem  to be always in the mood","seem","###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",4709,0.68
5,"kid  that is just as much of a blessing inside these material things","prevalence_prior","kids",1,"but kids are just as much of a blessing inside these material things","is just as much of a blessing inside these material things","kid ","47743:06:00","are just as much of a blessing inside these material things","are","###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,",53458,0.54
5,"man that has to be convinced of that","prevalence_prior","men",2,"but men have  to be convinced  of that.","has to be convinced of that","man","28363:06:00","have  to be convinced  of that","have","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",32161,0.28
5,"football fan that is probably the most fickle person in the world","prevalence_prior","football fans",3,"uh, football fans are probably the most fickle people in the world.","is probably the most fickle person in the world","football fan","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",15363,0
5,"dog that seems to be always in the mood","prevalence_prior","dogs",4,"but, dogs seem  to be always in the mood.","seems to be always in the mood","dog","61455:08:00","seem  to be always in the mood","seem","###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",13838,0.16
5,"cat that is good all the time","prevalence_prior","cats",5,"but cats are good all the time.","is good all the time","cat","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",24968,0.21
5,"interest rate that isn&quotechart none too shallow these days anyway","prevalence_prior","interest rates",6,"and interest rates aren&quotechart none too shallow these days anyway.","isn&quotechart none too shallow these days anyway","interest rate","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",43198,0.64
5,"rabbit that is darling","prevalence_prior","rabbits",7,"well, rabbits are darling.","is darling","rabbit","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",4352,0.14
5,"dog that is real high maintenances","prevalence_prior","dogs",8,"well, dogs are real high maintenances,","is real high maintenances","dog","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",10898,0.32
5,"winter that is kind of a problem","prevalence_prior","winters",9,"i mean winters are kind of a problem","is kind of a problem","winter","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",13918,0.85
5,"roller that is so messy","prevalence_prior","rollers",10,"uh. rollers are so messy.","is so messy","roller","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",18624,0.75
5,"lawyer that helps create that","prevalence_prior","lawyers",11,"well, lawyers help  create that.","helps create that","lawyer","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",10224,0.54
5,"loan that doesn&quotechart pay for groceries and stuff","prevalence_prior","loans",12,"and loans don&quotechart pay for groceries and stuff.","doesn&quotechart pay for groceries and stuff","loan","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",12032,0.69
5,"blues that is okay","prevalence_prior","blues",13,"uh, uh, blues are okay.","is okay","blues","148447:14:00","are okay","are","###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",11483,0.78
5,"phone book that is a large volume of annual trash","prevalence_prior","phone books",14,"and phone books are a large volume of annual trash.","is a large volume of annual trash","phone book","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",36488,0.83
5,"diesel that doesn&quotechart require a mechanic","prevalence_prior","diesels",15,"diesels don&quotechart require mechanics,","doesn&quotechart require a mechanic","diesel","57573:04:00","don&quotechart require mechanics","do","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",6503,0.08
5,"parent that comes down to supervise, or whatever","prevalence_prior","parents",16,"and, uh, you know, parents come down  to supervise or, whatever.","comes down to supervise, or whatever","parent","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",5946,0.48
5,"school bus that is notorious","prevalence_prior","school buses",17,"i mean, school buses are notorious.","is notorious","school bus","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",9667,0.68
5,"parent that isn&quotechart a parent any more","prevalence_prior","parents",18,"parents aren&quotechart parents any more.","isn&quotechart a parent any more","parent","36123:04:00","aren&quotechart parents any more","are","###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",6303,0
